optimizer,wrapper,problem_id,dimension,best_fitness,evaluations,sweep,time_one_iteration,param_restart_budget,param_pop_increase_factor
maes,budget_reset,bbob_f016_i04_d02,2,-515.5699683556671,30001,1,0.65625,10000,2
maes,budget_reset,bbob_f016_i05_d02,2,-56.954609890249216,30001,1,0.65625,10000,2
maes,budget_reset,bbob_f016_i71_d02,2,68.45941785382645,30001,1,0.671875,10000,2
maes,budget_reset,bbob_f016_i72_d02,2,-135.47890845761742,30001,1,0.671875,10000,2
maes,budget_reset,bbob_f016_i73_d02,2,741.8015971566034,30001,1,0.65625,10000,2
maes,budget_reset,bbob_f016_i74_d02,2,76.07338937370031,30001,1,0.65625,10000,2
maes,budget_reset,bbob_f016_i75_d02,2,-43.11095998670862,30001,1,0.65625,10000,2
maes,budget_reset,bbob_f016_i76_d02,2,-138.20494826282015,30001,1,0.65625,10000,2
maes,budget_reset,bbob_f016_i77_d02,2,112.49197566667624,30001,1,0.65625,10000,2
maes,budget_reset,bbob_f016_i78_d02,2,88.32554305031992,30001,1,0.65625,10000,2
maes,budget_reset,bbob_f016_i79_d02,2,131.0425875867179,30001,1,0.65625,10000,2
maes,budget_reset,bbob_f016_i80_d02,2,-539.1539567583935,30001,1,0.65625,10000,2
maes,budget_reset,bbob_f017_i01_d02,2,-2.798399371602473,30001,1,0.640625,10000,2
maes,budget_reset,bbob_f017_i02_d02,2,18.967421176361725,30001,1,0.640625,10000,2
maes,budget_reset,bbob_f017_i03_d02,2,284.9125171835772,30001,1,0.640625,10000,2
maes,budget_reset,bbob_f017_i04_d02,2,54.385344376252135,30001,1,0.65625,10000,2
maes,budget_reset,bbob_f017_i05_d02,2,-146.02594855559627,30001,1,0.65625,10000,2
maes,budget_reset,bbob_f017_i71_d02,2,482.23739730687726,30001,1,0.640625,10000,2
maes,budget_reset,bbob_f017_i72_d02,2,-33.29439048803302,30001,1,0.625,10000,2
maes,budget_reset,bbob_f017_i73_d02,2,43.305979241798525,30001,1,0.640625,10000,2
maes,budget_reset,bbob_f017_i74_d02,2,370.2496906439465,30001,1,0.640625,10000,2
maes,budget_reset,bbob_f017_i75_d02,2,382.302668826571,30001,1,0.640625,10000,2
maes,budget_reset,bbob_f017_i76_d02,2,53.00286897761954,30001,1,0.640625,10000,2
maes,budget_reset,bbob_f017_i77_d02,2,-331.2337535544909,30001,1,0.65625,10000,2
maes,budget_reset,bbob_f017_i78_d02,2,95.040069415417,30001,1,0.640625,10000,2
maes,budget_reset,bbob_f017_i79_d02,2,735.6875042006233,30001,1,0.625,10000,2
maes,budget_reset,bbob_f017_i80_d02,2,38.610512947977845,30001,1,0.65625,10000,2
maes,budget_reset,bbob_f018_i01_d02,2,-16.194976445188672,30001,1,0.65625,10000,2
maes,budget_reset,bbob_f018_i02_d02,2,42.60536126407477,30001,1,0.640625,10000,2
maes,budget_reset,bbob_f018_i03_d02,2,386.6186728279973,30001,1,0.625,10000,2
maes,budget_reset,bbob_f018_i04_d02,2,42.27115602869342,30001,1,0.65625,10000,2
