optimizer,wrapper,problem_id,dimension,best_fitness,evaluations,sweep,time_one_iteration,param_evaluation_window,param_improvement_threshold,param_pop_increase_factor
maes,threshold_reset,bbob_f001_i01_d02,2,81.24782467267731,30001,1,0.671875,20,0.001,2
maes,threshold_reset,bbob_f001_i02_d02,2,406.57372840856556,30001,1,0.703125,20,0.001,2
maes,threshold_reset,bbob_f001_i03_d02,2,-234.1125719062516,30001,1,0.71875,20,0.001,2
maes,threshold_reset,bbob_f001_i04_d02,2,-108.21418166175494,30001,1,0.671875,20,0.001,2
maes,threshold_reset,bbob_f001_i05_d02,2,-12.369000620397717,30001,1,0.625,20,0.001,2
maes,threshold_reset,bbob_f001_i71_d02,2,183.88410743424333,30001,1,0.640625,20,0.001,2
maes,threshold_reset,bbob_f001_i72_d02,2,186.227432451821,30001,1,0.625,20,0.001,2
maes,threshold_reset,bbob_f001_i73_d02,2,-588.8495555077164,30001,1,0.625,20,0.001,2
maes,threshold_reset,bbob_f001_i74_d02,2,-945.1720848465466,30001,1,0.625,20,0.001,2
maes,threshold_reset,bbob_f001_i75_d02,2,inf,30001,1,0.609375,20,0.001,2
maes,threshold_reset,bbob_f001_i76_d02,2,47.86415734455478,30001,1,0.640625,20,0.001,2
maes,threshold_reset,bbob_f001_i77_d02,2,362.1137536787316,30001,1,0.640625,20,0.001,2
maes,threshold_reset,bbob_f001_i78_d02,2,-473.9804532041695,30001,1,0.640625,20,0.001,2
maes,threshold_reset,bbob_f001_i79_d02,2,-986.8675805861986,30001,1,0.65625,20,0.001,2
maes,threshold_reset,bbob_f001_i80_d02,2,-39.10134125199671,30001,1,0.65625,20,0.001,2
maes,threshold_reset,bbob_f002_i01_d02,2,-39.70859772429955,30001,1,0.625,20,0.001,2
maes,threshold_reset,bbob_f002_i02_d02,2,3378594.725786842,30001,1,0.671875,20,0.001,2
maes,threshold_reset,bbob_f002_i03_d02,2,18045334.85239041,30001,1,0.640625,20,0.001,2
maes,threshold_reset,bbob_f002_i04_d02,2,1946.0460207516144,30001,1,0.65625,20,0.001,2
maes,threshold_reset,bbob_f002_i05_d02,2,855045.8020383441,30001,1,0.65625,20,0.001,2
maes,threshold_reset,bbob_f002_i71_d02,2,52453311.447880924,30001,1,0.671875,20,0.001,2
maes,threshold_reset,bbob_f002_i72_d02,2,11185.648971860623,30001,1,0.65625,20,0.001,2
maes,threshold_reset,bbob_f002_i73_d02,2,24843444.51240474,30001,1,0.640625,20,0.001,2
maes,threshold_reset,bbob_f002_i74_d02,2,36472.211186623776,30001,1,0.65625,20,0.001,2
maes,threshold_reset,bbob_f002_i75_d02,2,985787.5924167824,30001,1,0.640625,20,0.001,2
maes,threshold_reset,bbob_f002_i76_d02,2,4953443.965207142,30001,1,0.640625,20,0.001,2
maes,threshold_reset,bbob_f002_i77_d02,2,137168.64729251392,30001,1,0.671875,20,0.001,2
maes,threshold_reset,bbob_f002_i78_d02,2,4866761.968234994,30001,1,0.671875,20,0.001,2
maes,threshold_reset,bbob_f002_i79_d02,2,15279.205961683812,30001,1,0.65625,20,0.001,2
maes,threshold_reset,bbob_f002_i80_d02,2,3993.6777799448723,30001,1,0.640625,20,0.001,2
maes,threshold_reset,bbob_f003_i01_d02,2,-101.50741583949235,30001,1,0.6875,20,0.001,2
maes,threshold_reset,bbob_f003_i02_d02,2,inf,30001,1,0.65625,20,0.001,2
maes,threshold_reset,bbob_f003_i03_d02,2,423.27473002040244,30001,1,0.671875,20,0.001,2
maes,threshold_reset,bbob_f003_i04_d02,2,39.55742773570617,30001,1,0.671875,20,0.001,2
maes,threshold_reset,bbob_f003_i05_d02,2,139.41604702092596,30001,1,0.671875,20,0.001,2
maes,threshold_reset,bbob_f003_i71_d02,2,41.284831323014515,30001,1,0.6875,20,0.001,2
maes,threshold_reset,bbob_f003_i72_d02,2,51.445679915868894,30001,1,0.671875,20,0.001,2
maes,threshold_reset,bbob_f003_i73_d02,2,357.19533732711426,30001,1,0.671875,20,0.001,2
maes,threshold_reset,bbob_f003_i74_d02,2,-30.712959284975632,30001,1,0.671875,20,0.001,2
maes,threshold_reset,bbob_f003_i75_d02,2,28.7532236635777,30001,1,0.671875,20,0.001,2
maes,threshold_reset,bbob_f003_i76_d02,2,-554.3772964584822,30001,1,0.65625,20,0.001,2
maes,threshold_reset,bbob_f003_i77_d02,2,186.92201708858974,30001,1,0.671875,20,0.001,2
maes,threshold_reset,bbob_f003_i78_d02,2,250.20912871816407,30001,1,0.671875,20,0.001,2
maes,threshold_reset,bbob_f003_i79_d02,2,159.60835887045926,30001,1,0.703125,20,0.001,2
maes,threshold_reset,bbob_f003_i80_d02,2,97.2039296613309,30001,1,0.65625,20,0.001,2
maes,threshold_reset,bbob_f004_i01_d02,2,-346.42794341849606,30001,1,0.65625,20,0.001,2
