optimizer,wrapper,problem_id,dimension,best_fitness,evaluations,sweep,time_one_iteration,param_evaluation_window,param_improvement_threshold,param_pop_increase_factor
maes,threshold_reset,bbob_f011_i79_d02,2,4944810.772581151,30001,1,0.703125,10,1e-06,2
maes,threshold_reset,bbob_f011_i80_d02,2,inf,30001,1,0.6875,10,1e-06,2
maes,threshold_reset,bbob_f012_i01_d02,2,284573713.64150095,30001,1,0.703125,10,1e-06,2
maes,threshold_reset,bbob_f012_i02_d02,2,4298691732.376078,30001,1,0.75,10,1e-06,2
maes,threshold_reset,bbob_f012_i03_d02,2,52234042.09724115,30001,1,0.6875,10,1e-06,2
maes,threshold_reset,bbob_f012_i04_d02,2,16725394.45515195,30001,1,0.671875,10,1e-06,2
maes,threshold_reset,bbob_f012_i05_d02,2,9433443.758484732,30001,1,0.71875,10,1e-06,2
maes,threshold_reset,bbob_f012_i71_d02,2,1062253.8472246712,30001,1,0.671875,10,1e-06,2
maes,threshold_reset,bbob_f012_i72_d02,2,2909773.854161443,30001,1,0.71875,10,1e-06,2
maes,threshold_reset,bbob_f012_i73_d02,2,12555196.115124254,30001,1,0.6875,10,1e-06,2
maes,threshold_reset,bbob_f012_i74_d02,2,2306717.8687793105,30001,1,0.703125,10,1e-06,2
maes,threshold_reset,bbob_f012_i75_d02,2,3188202.437321566,30001,1,0.6875,10,1e-06,2
maes,threshold_reset,bbob_f012_i76_d02,2,15326198154.235704,30001,1,0.703125,10,1e-06,2
maes,threshold_reset,bbob_f012_i77_d02,2,1226062.5078279064,30001,1,0.6875,10,1e-06,2
maes,threshold_reset,bbob_f012_i78_d02,2,80943.19948329806,30001,1,0.671875,10,1e-06,2
maes,threshold_reset,bbob_f012_i79_d02,2,88032678.36653492,30001,1,0.703125,10,1e-06,2
maes,threshold_reset,bbob_f012_i80_d02,2,inf,30001,1,0.6875,10,1e-06,2
maes,threshold_reset,bbob_f013_i01_d02,2,1537.8049415288365,30001,1,0.703125,10,1e-06,2
maes,threshold_reset,bbob_f013_i02_d02,2,303.783244255405,30001,1,0.671875,10,1e-06,2
maes,threshold_reset,bbob_f013_i03_d02,2,492.1921068614651,30001,1,0.6875,10,1e-06,2
maes,threshold_reset,bbob_f013_i04_d02,2,1498.5139272047957,30001,1,0.671875,10,1e-06,2
maes,threshold_reset,bbob_f013_i05_d02,2,1735.1899804418074,30001,1,0.671875,10,1e-06,2
maes,threshold_reset,bbob_f013_i71_d02,2,49.197940477103614,30001,1,0.65625,10,1e-06,2
maes,threshold_reset,bbob_f013_i72_d02,2,-700.8980295361798,30001,1,0.671875,10,1e-06,2
maes,threshold_reset,bbob_f013_i73_d02,2,-45.58888264874763,30001,1,0.6875,10,1e-06,2
maes,threshold_reset,bbob_f013_i74_d02,2,-3.8139701986435455,30001,1,0.671875,10,1e-06,2
maes,threshold_reset,bbob_f013_i75_d02,2,100.77892886178354,30001,1,0.6875,10,1e-06,2
maes,threshold_reset,bbob_f013_i76_d02,2,248.09630694571334,30001,1,0.65625,10,1e-06,2
maes,threshold_reset,bbob_f013_i77_d02,2,670.8184434888171,30001,1,0.671875,10,1e-06,2
maes,threshold_reset,bbob_f013_i78_d02,2,199.39169778932023,30001,1,0.640625,10,1e-06,2
maes,threshold_reset,bbob_f013_i79_d02,2,-192.69668659121726,30001,1,0.6875,10,1e-06,2
maes,threshold_reset,bbob_f013_i80_d02,2,1177.0839574257166,30001,1,0.671875,10,1e-06,2
maes,threshold_reset,bbob_f014_i01_d02,2,40.36945045255201,30001,1,0.65625,10,1e-06,2
maes,threshold_reset,bbob_f014_i02_d02,2,-132.11458063354902,30001,1,0.671875,10,1e-06,2
maes,threshold_reset,bbob_f014_i03_d02,2,77.815465582507,30001,1,0.671875,10,1e-06,2
