optimizer,wrapper,problem_id,dimension,best_fitness,evaluations,sweep,time_one_iteration,param_stagnation_limit,param_pop_increase_factor
maes,stagnation_restart,bbob_f001_i01_d02,2,97.07796392866294,6001,1,0.12621113,30,2
maes,stagnation_restart,bbob_f001_i02_d02,2,403.84986912277935,6001,1,0.13964136,30,2
maes,stagnation_restart,bbob_f001_i03_d02,2,-237.31462410784707,6001,1,0.13181909,30,2
maes,stagnation_restart,bbob_f001_i04_d02,2,-131.8909278377775,6001,1,0.1358406,30,2
maes,stagnation_restart,bbob_f001_i05_d02,2,-12.36971596879837,6001,1,0.1275563,30,2
maes,stagnation_restart,bbob_f001_i71_d02,2,183.09579722584957,6001,1,0.12640479,30,2
maes,stagnation_restart,bbob_f001_i72_d02,2,191.87611844998904,6001,1,0.13282481,30,2
maes,stagnation_restart,bbob_f001_i73_d02,2,-578.3716159000589,6001,1,0.12947724,30,2
maes,stagnation_restart,bbob_f001_i74_d02,2,-942.0732441010354,6001,1,0.16189482,30,2
maes,stagnation_restart,bbob_f001_i75_d02,2,10.62215426238011,6001,1,0.14274245,30,2
maes,stagnation_restart,bbob_f001_i76_d02,2,40.65010928110685,6001,1,0.12641537,30,2
maes,stagnation_restart,bbob_f001_i77_d02,2,376.6985549805928,6001,1,0.12761661,30,2
maes,stagnation_restart,bbob_f001_i78_d02,2,-475.16400045107946,6001,1,0.13211229,30,2
maes,stagnation_restart,bbob_f001_i79_d02,2,-932.5590015558288,6001,1,0.12269691,30,2
maes,stagnation_restart,bbob_f001_i80_d02,2,-20.881952508345968,6001,1,0.12560093,30,2
maes,stagnation_restart,bbob_f002_i01_d02,2,8324972.712762914,6001,1,0.1259118,30,2
maes,stagnation_restart,bbob_f002_i02_d02,2,2387.079623321662,6001,1,0.128428,30,2
maes,stagnation_restart,bbob_f002_i03_d02,2,111.00424939210741,6001,1,0.12857542,30,2
maes,stagnation_restart,bbob_f002_i04_d02,2,inf,6001,1,0.13099446,30,2
maes,stagnation_restart,bbob_f002_i05_d02,2,-90.81654966405885,6001,1,0.13314874,30,2
maes,stagnation_restart,bbob_f002_i71_d02,2,16197334.565265525,6001,1,0.14484152,30,2
maes,stagnation_restart,bbob_f002_i72_d02,2,inf,6001,1,0.14902511,30,2
maes,stagnation_restart,bbob_f002_i73_d02,2,4088731.9335256494,6001,1,0.14312297,30,2
maes,stagnation_restart,bbob_f002_i74_d02,2,16602644.175454944,6001,1,0.14055446,30,2
maes,stagnation_restart,bbob_f002_i75_d02,2,29735.765260842076,6001,1,0.15062291,30,2
maes,stagnation_restart,bbob_f002_i76_d02,2,229.07945899681772,6001,1,0.13606735,30,2
maes,stagnation_restart,bbob_f002_i77_d02,2,5399461.8707915135,6001,1,0.13739095,30,2
maes,stagnation_restart,bbob_f002_i78_d02,2,21760332.78636634,6001,1,0.14023542,30,2
maes,stagnation_restart,bbob_f002_i79_d02,2,3821777.907683981,6001,1,0.1296826,30,2
maes,stagnation_restart,bbob_f002_i80_d02,2,inf,6001,1,0.11651444,30,2
maes,stagnation_restart,bbob_f003_i01_d02,2,-203.8983528544124,6001,1,0.12231444,30,2
maes,stagnation_restart,bbob_f003_i02_d02,2,275.5020447889958,6001,1,0.1212928,30,2
maes,stagnation_restart,bbob_f003_i03_d02,2,186.1186760474681,6001,1,0.12822419,30,2
maes,stagnation_restart,bbob_f003_i04_d02,2,2.872425868211117,6001,1,0.13661801,30,2
maes,stagnation_restart,bbob_f003_i05_d02,2,376.7380397257883,6001,1,0.14176786,30,2
maes,stagnation_restart,bbob_f003_i71_d02,2,inf,6001,1,0.14057266,30,2
maes,stagnation_restart,bbob_f003_i72_d02,2,77.39943583494644,6001,1,0.14031017,30,2
maes,stagnation_restart,bbob_f003_i73_d02,2,287.2204922670838,6001,1,0.13126916,30,2
maes,stagnation_restart,bbob_f003_i74_d02,2,-28.857005731874352,6001,1,0.12819017,30,2
maes,stagnation_restart,bbob_f003_i75_d02,2,-27.73431154413226,6001,1,0.12737647,30,2
maes,stagnation_restart,bbob_f003_i76_d02,2,-590.0578225473697,6001,1,0.12899412,30,2
maes,stagnation_restart,bbob_f003_i77_d02,2,159.89764771334634,6001,1,0.12330426,30,2
maes,stagnation_restart,bbob_f003_i78_d02,2,-8.382588670873005,6001,1,0.12239484,30,2
maes,stagnation_restart,bbob_f003_i79_d02,2,140.79347538017996,6001,1,0.12126538,30,2
maes,stagnation_restart,bbob_f003_i80_d02,2,75.35040957382078,6001,1,0.12094124,30,2
maes,stagnation_restart,bbob_f004_i01_d02,2,-45.366800492021014,6001,1,0.12000593,30,2
maes,stagnation_restart,bbob_f004_i02_d02,2,81.77219734839092,6001,1,0.12672007,30,2
maes,stagnation_restart,bbob_f004_i03_d02,2,179.28722421599548,6001,1,0.15029544,30,2
maes,stagnation_restart,bbob_f004_i04_d02,2,314.8493871051983,6001,1,0.13035941,30,2
maes,stagnation_restart,bbob_f004_i05_d02,2,255.2791276457049,6001,1,0.13160776,30,2
maes,stagnation_restart,bbob_f004_i71_d02,2,35.79696696243454,6001,1,0.12229252,30,2
maes,stagnation_restart,bbob_f004_i72_d02,2,205.3977491579564,6001,1,0.12073291,30,2
maes,stagnation_restart,bbob_f004_i73_d02,2,293.84387942035283,6001,1,0.14544361,30,2
maes,stagnation_restart,bbob_f004_i74_d02,2,1152.9698003448439,6001,1,0.13255845,30,2
maes,stagnation_restart,bbob_f004_i75_d02,2,-53.59546047030161,6001,1,0.13170786,30,2
maes,stagnation_restart,bbob_f004_i76_d02,2,5.351417626711168,6001,1,0.13517946,30,2
maes,stagnation_restart,bbob_f004_i77_d02,2,232.82485968409074,6001,1,0.14034942,30,2
maes,stagnation_restart,bbob_f004_i78_d02,2,-12.61322262793032,6001,1,0.14803787,30,2
maes,stagnation_restart,bbob_f004_i79_d02,2,145.12869269073556,6001,1,0.13646451,30,2
maes,stagnation_restart,bbob_f004_i80_d02,2,126.26999411750661,6001,1,0.12735544,30,2
maes,stagnation_restart,bbob_f005_i01_d02,2,-3.564469611713994,6001,1,0.1273975,30,2
maes,stagnation_restart,bbob_f005_i02_d02,2,713.2731987406727,6001,1,0.13173768,30,2
maes,stagnation_restart,bbob_f005_i03_d02,2,73.18745777217973,6001,1,0.1251061,30,2
maes,stagnation_restart,bbob_f005_i04_d02,2,959.0999568070321,6001,1,0.12141772,30,2
maes,stagnation_restart,bbob_f005_i05_d02,2,-33.10884025814512,6001,1,0.11774984,30,2
maes,stagnation_restart,bbob_f005_i71_d02,2,-9.094557824189195,6001,1,0.11418293,30,2
maes,stagnation_restart,bbob_f005_i72_d02,2,-168.49554809146184,6001,1,0.11394248,30,2
maes,stagnation_restart,bbob_f005_i73_d02,2,1051.2837289609645,6001,1,0.11394429,30,2
maes,stagnation_restart,bbob_f005_i74_d02,2,-151.3143314552821,6001,1,0.11389899,30,2
maes,stagnation_restart,bbob_f005_i75_d02,2,-19.38053735090928,6001,1,0.11672119,30,2
maes,stagnation_restart,bbob_f005_i76_d02,2,133.77361193680247,6001,1,0.12009191,30,2
maes,stagnation_restart,bbob_f005_i77_d02,2,188.686344736936,6001,1,0.12137164,30,2
