optimizer,wrapper,problem_id,dimension,best_fitness,evaluations,sweep,time_one_iteration,param_evaluation_window,param_improvement_threshold,param_pop_increase_factor
maes,threshold_reset,bbob_f001_i01_d02,2,105.69892400372969,6001,1,0.12239494,20,1e-06,2
maes,threshold_reset,bbob_f001_i02_d02,2,395.6326100179467,6001,1,0.12470602,20,1e-06,2
maes,threshold_reset,bbob_f001_i03_d02,2,inf,6001,1,0.12458817,20,1e-06,2
maes,threshold_reset,bbob_f001_i04_d02,2,-151.00960593726126,6001,1,0.12368489,20,1e-06,2
maes,threshold_reset,bbob_f001_i05_d02,2,24.67974978187916,6001,1,0.12287404,20,1e-06,2
maes,threshold_reset,bbob_f001_i71_d02,2,197.08173823200468,6001,1,0.12424628,20,1e-06,2
maes,threshold_reset,bbob_f001_i72_d02,2,201.8021411399218,6001,1,0.12795157,20,1e-06,2
maes,threshold_reset,bbob_f001_i73_d02,2,-577.7204749796758,6001,1,0.12168249,20,1e-06,2
maes,threshold_reset,bbob_f001_i74_d02,2,-968.3218634625152,6001,1,0.12675238,20,1e-06,2
maes,threshold_reset,bbob_f001_i75_d02,2,12.25676114941199,6001,1,0.122585,20,1e-06,2
maes,threshold_reset,bbob_f001_i76_d02,2,23.513054898385047,6001,1,0.13160674,20,1e-06,2
maes,threshold_reset,bbob_f001_i77_d02,2,380.5567671946703,6001,1,0.1310546,20,1e-06,2
maes,threshold_reset,bbob_f001_i78_d02,2,-475.25158872962345,6001,1,0.12742619,20,1e-06,2
maes,threshold_reset,bbob_f001_i79_d02,2,-981.2971943307186,6001,1,0.12656693,20,1e-06,2
maes,threshold_reset,bbob_f001_i80_d02,2,-38.2697826702654,6001,1,0.12756478,20,1e-06,2
maes,threshold_reset,bbob_f002_i01_d02,2,511.6568998579759,6001,1,0.12968202,20,1e-06,2
maes,threshold_reset,bbob_f002_i02_d02,2,-86.01975695156922,6001,1,0.14210394,20,1e-06,2
maes,threshold_reset,bbob_f002_i03_d02,2,918.3030876775691,6001,1,0.13634092,20,1e-06,2
maes,threshold_reset,bbob_f002_i04_d02,2,40494924.53207982,6001,1,0.13202804,20,1e-06,2
maes,threshold_reset,bbob_f002_i05_d02,2,67610999.98961458,6001,1,0.13102873,20,1e-06,2
maes,threshold_reset,bbob_f002_i71_d02,2,-8.745773780231445,6001,1,0.13103119,20,1e-06,2
maes,threshold_reset,bbob_f002_i72_d02,2,415863.28096474585,6001,1,0.13015929,20,1e-06,2
maes,threshold_reset,bbob_f002_i73_d02,2,7466.743692233592,6001,1,0.12948359,20,1e-06,2
maes,threshold_reset,bbob_f002_i74_d02,2,1358.5930275528242,6001,1,0.13020281,20,1e-06,2
maes,threshold_reset,bbob_f002_i75_d02,2,13040.1774857546,6001,1,0.12961304,20,1e-06,2
maes,threshold_reset,bbob_f002_i76_d02,2,7427702.555539484,6001,1,0.12900952,20,1e-06,2
maes,threshold_reset,bbob_f002_i77_d02,2,9397813.534031559,6001,1,0.13544901,20,1e-06,2
maes,threshold_reset,bbob_f002_i78_d02,2,101.28794612888203,6001,1,0.13574494,20,1e-06,2
maes,threshold_reset,bbob_f002_i79_d02,2,24.81536043982087,6001,1,0.13158835,20,1e-06,2
maes,threshold_reset,bbob_f002_i80_d02,2,770983.1291236881,6001,1,0.12862418,20,1e-06,2
maes,threshold_reset,bbob_f003_i01_d02,2,inf,6001,1,0.135843,20,1e-06,2
maes,threshold_reset,bbob_f003_i02_d02,2,82.74210112169432,6001,1,0.12931946,20,1e-06,2
maes,threshold_reset,bbob_f003_i03_d02,2,128.7697711915076,6001,1,0.12818347,20,1e-06,2
maes,threshold_reset,bbob_f003_i04_d02,2,3.6742842081463865,6001,1,0.12985455,20,1e-06,2
maes,threshold_reset,bbob_f003_i05_d02,2,304.306795867497,6001,1,0.13031783,20,1e-06,2
maes,threshold_reset,bbob_f003_i71_d02,2,-11.516661022818155,6001,1,0.12932351,20,1e-06,2
maes,threshold_reset,bbob_f003_i72_d02,2,193.3487037948301,6001,1,0.13297975,20,1e-06,2
maes,threshold_reset,bbob_f003_i73_d02,2,357.89293749541935,6001,1,0.13198324,20,1e-06,2
maes,threshold_reset,bbob_f003_i74_d02,2,40.69359709757205,6001,1,0.13072136,20,1e-06,2
maes,threshold_reset,bbob_f003_i75_d02,2,789.7192447296577,6001,1,0.12954443,20,1e-06,2
maes,threshold_reset,bbob_f003_i76_d02,2,-599.9239336728357,6001,1,0.12804837,20,1e-06,2
maes,threshold_reset,bbob_f003_i77_d02,2,184.004924256402,6001,1,0.13048752,20,1e-06,2
maes,threshold_reset,bbob_f003_i78_d02,2,-13.778042775662568,6001,1,0.1292472,20,1e-06,2
maes,threshold_reset,bbob_f003_i79_d02,2,232.24339135125206,6001,1,0.12900174,20,1e-06,2
maes,threshold_reset,bbob_f003_i80_d02,2,49.32907826749534,6001,1,0.13005328,20,1e-06,2
maes,threshold_reset,bbob_f004_i01_d02,2,-455.1877095532052,6001,1,0.13239095,20,1e-06,2
maes,threshold_reset,bbob_f004_i02_d02,2,159.84301763038434,6001,1,0.13176496,20,1e-06,2
maes,threshold_reset,bbob_f004_i03_d02,2,247.24274609808845,6001,1,0.1308457,20,1e-06,2
maes,threshold_reset,bbob_f004_i04_d02,2,349.6767900226791,6001,1,0.1313867,20,1e-06,2
maes,threshold_reset,bbob_f004_i05_d02,2,142.69776411198353,6001,1,0.13744454,20,1e-06,2
maes,threshold_reset,bbob_f004_i71_d02,2,161.26159579757126,6001,1,0.12912103,20,1e-06,2
maes,threshold_reset,bbob_f004_i72_d02,2,48.45496291941568,6001,1,0.13001616,20,1e-06,2
maes,threshold_reset,bbob_f004_i73_d02,2,293.18026368750486,6001,1,0.13031582,20,1e-06,2
maes,threshold_reset,bbob_f004_i74_d02,2,6.641443610391839,6001,1,0.13449175,20,1e-06,2
maes,threshold_reset,bbob_f004_i75_d02,2,8.900158613373407,6001,1,0.12975566,20,1e-06,2
maes,threshold_reset,bbob_f004_i76_d02,2,-598.9793597611483,6001,1,0.13004485,20,1e-06,2
maes,threshold_reset,bbob_f004_i77_d02,2,357.7232693528367,6001,1,0.12768869,20,1e-06,2
maes,threshold_reset,bbob_f004_i78_d02,2,-4.509059737419918,6001,1,0.12939026,20,1e-06,2
maes,threshold_reset,bbob_f004_i79_d02,2,162.93507183920215,6001,1,0.1330686,20,1e-06,2
maes,threshold_reset,bbob_f004_i80_d02,2,71.88654814836238,6001,1,0.13451178,20,1e-06,2
maes,threshold_reset,bbob_f005_i01_d02,2,23.774507914373082,6001,1,0.12761774,20,1e-06,2
maes,threshold_reset,bbob_f005_i02_d02,2,694.7277712614589,6001,1,0.13062838,20,1e-06,2
