optimizer,wrapper,problem_id,dimension,best_fitness,evaluations,sweep,time_one_iteration,param_restart_interval,param_pop_increase_factor
maes,periodic_restart,bbob_f004_i79_d02,2,inf,6001,1,0.11665686,100,2
maes,periodic_restart,bbob_f004_i80_d02,2,inf,6001,1,0.11645897,100,2
maes,periodic_restart,bbob_f005_i01_d02,2,inf,6001,1,0.1148817,100,2
maes,periodic_restart,bbob_f005_i02_d02,2,inf,6001,1,0.11524791,100,2
maes,periodic_restart,bbob_f005_i03_d02,2,inf,6001,1,0.11376615,100,2
maes,periodic_restart,bbob_f005_i04_d02,2,inf,6001,1,0.11409391,100,2
maes,periodic_restart,bbob_f005_i05_d02,2,inf,6001,1,0.1138293,100,2
maes,periodic_restart,bbob_f005_i71_d02,2,inf,6001,1,0.11392993,100,2
maes,periodic_restart,bbob_f005_i72_d02,2,inf,6001,1,0.1140041,100,2
maes,periodic_restart,bbob_f005_i73_d02,2,inf,6001,1,0.11487243,100,2
maes,periodic_restart,bbob_f005_i74_d02,2,inf,6001,1,0.11381992,100,2
maes,periodic_restart,bbob_f005_i75_d02,2,inf,6001,1,0.11360246,100,2
maes,periodic_restart,bbob_f005_i76_d02,2,inf,6001,1,0.11330684,100,2
maes,periodic_restart,bbob_f005_i77_d02,2,inf,6001,1,0.11389421,100,2
maes,periodic_restart,bbob_f005_i78_d02,2,inf,6001,1,0.1137616,100,2
maes,periodic_restart,bbob_f005_i79_d02,2,inf,6001,1,0.11497448,100,2
maes,periodic_restart,bbob_f005_i80_d02,2,inf,6001,1,0.11348302,100,2
maes,periodic_restart,bbob_f006_i01_d02,2,inf,6001,1,0.11535946,100,2
maes,periodic_restart,bbob_f006_i02_d02,2,inf,6001,1,0.11544328,100,2
maes,periodic_restart,bbob_f006_i03_d02,2,inf,6001,1,0.11520056,100,2
maes,periodic_restart,bbob_f006_i04_d02,2,inf,6001,1,0.11616357,100,2
maes,periodic_restart,bbob_f006_i05_d02,2,inf,6001,1,0.1159669,100,2
maes,periodic_restart,bbob_f006_i71_d02,2,inf,6001,1,0.11621266,100,2
maes,periodic_restart,bbob_f006_i72_d02,2,inf,6001,1,0.115782,100,2
maes,periodic_restart,bbob_f006_i73_d02,2,inf,6001,1,0.11604756,100,2
maes,periodic_restart,bbob_f006_i74_d02,2,inf,6001,1,0.11528604,100,2
maes,periodic_restart,bbob_f006_i75_d02,2,inf,6001,1,0.11637135,100,2
maes,periodic_restart,bbob_f006_i76_d02,2,inf,6001,1,0.11635294,100,2
maes,periodic_restart,bbob_f006_i77_d02,2,inf,6001,1,0.11557855,100,2
maes,periodic_restart,bbob_f006_i78_d02,2,inf,6001,1,0.11636311,100,2
maes,periodic_restart,bbob_f006_i79_d02,2,inf,6001,1,0.11652052,100,2
maes,periodic_restart,bbob_f006_i80_d02,2,inf,6001,1,0.11648495,100,2
maes,periodic_restart,bbob_f007_i01_d02,2,inf,6001,1,0.11608634,100,2
maes,periodic_restart,bbob_f007_i02_d02,2,inf,6001,1,0.11543584,100,2
maes,periodic_restart,bbob_f007_i03_d02,2,inf,6001,1,0.11550869,100,2
maes,periodic_restart,bbob_f007_i04_d02,2,inf,6001,1,0.11485998,100,2
maes,periodic_restart,bbob_f007_i05_d02,2,inf,6001,1,0.11486915,100,2
maes,periodic_restart,bbob_f007_i71_d02,2,inf,6001,1,0.11420393,100,2
maes,periodic_restart,bbob_f007_i72_d02,2,inf,6001,1,0.11405677,100,2
maes,periodic_restart,bbob_f007_i73_d02,2,inf,6001,1,0.11457361,100,2
maes,periodic_restart,bbob_f007_i74_d02,2,inf,6001,1,0.11434362,100,2
maes,periodic_restart,bbob_f007_i75_d02,2,inf,6001,1,0.11453574,100,2
maes,periodic_restart,bbob_f007_i76_d02,2,inf,6001,1,0.11437137,100,2
maes,periodic_restart,bbob_f007_i77_d02,2,inf,6001,1,0.11450437,100,2
maes,periodic_restart,bbob_f007_i78_d02,2,inf,6001,1,0.11438775,100,2
maes,periodic_restart,bbob_f007_i79_d02,2,inf,6001,1,0.1145728,100,2
maes,periodic_restart,bbob_f007_i80_d02,2,inf,6001,1,0.11505862,100,2
maes,periodic_restart,bbob_f008_i01_d02,2,inf,6001,1,0.11400083,100,2
maes,periodic_restart,bbob_f008_i02_d02,2,inf,6001,1,0.11334917,100,2
maes,periodic_restart,bbob_f008_i03_d02,2,inf,6001,1,0.1129888,100,2
maes,periodic_restart,bbob_f008_i04_d02,2,inf,6001,1,0.11548618,100,2
maes,periodic_restart,bbob_f008_i05_d02,2,inf,6001,1,0.11525451,100,2
maes,periodic_restart,bbob_f008_i71_d02,2,inf,6001,1,0.1155765,100,2
maes,periodic_restart,bbob_f008_i72_d02,2,inf,6001,1,0.11326719,100,2
maes,periodic_restart,bbob_f008_i73_d02,2,inf,6001,1,0.11382667,100,2
maes,periodic_restart,bbob_f008_i74_d02,2,inf,6001,1,0.11394009,100,2
maes,periodic_restart,bbob_f008_i75_d02,2,inf,6001,1,0.11295187,100,2
maes,periodic_restart,bbob_f008_i76_d02,2,inf,6001,1,0.11292034,100,2
maes,periodic_restart,bbob_f008_i77_d02,2,inf,6001,1,0.11339224,100,2
maes,periodic_restart,bbob_f008_i78_d02,2,inf,6001,1,0.11346369,100,2
maes,periodic_restart,bbob_f008_i79_d02,2,inf,6001,1,0.11368963,100,2
maes,periodic_restart,bbob_f008_i80_d02,2,inf,6001,1,0.11381223,100,2
maes,periodic_restart,bbob_f009_i01_d02,2,inf,6001,1,0.11271467,100,2
maes,periodic_restart,bbob_f009_i02_d02,2,inf,6001,1,0.11311885,100,2
maes,periodic_restart,bbob_f009_i03_d02,2,inf,6001,1,0.11364267,100,2
maes,periodic_restart,bbob_f009_i04_d02,2,inf,6001,1,0.11328436,100,2
maes,periodic_restart,bbob_f009_i05_d02,2,inf,6001,1,0.11382269,100,2
maes,periodic_restart,bbob_f009_i71_d02,2,inf,6001,1,0.113492,100,2
maes,periodic_restart,bbob_f009_i72_d02,2,inf,6001,1,0.11383113,100,2
maes,periodic_restart,bbob_f009_i73_d02,2,inf,6001,1,0.1135714,100,2
maes,periodic_restart,bbob_f009_i74_d02,2,inf,6001,1,0.11752375,100,2
maes,periodic_restart,bbob_f009_i75_d02,2,inf,6001,1,0.11741781,100,2
maes,periodic_restart,bbob_f009_i76_d02,2,inf,6001,1,0.11754342,100,2
maes,periodic_restart,bbob_f009_i77_d02,2,inf,6001,1,0.11675404,100,2
maes,periodic_restart,bbob_f009_i78_d02,2,inf,6001,1,0.11729453,100,2
maes,periodic_restart,bbob_f009_i79_d02,2,inf,6001,1,0.11563814,100,2
maes,periodic_restart,bbob_f009_i80_d02,2,inf,6001,1,0.11811173,100,2
maes,periodic_restart,bbob_f010_i01_d02,2,inf,6001,1,0.11905984,100,2
maes,periodic_restart,bbob_f010_i02_d02,2,inf,6001,1,0.11954317,100,2
maes,periodic_restart,bbob_f010_i03_d02,2,inf,6001,1,0.1196836,100,2
maes,periodic_restart,bbob_f010_i04_d02,2,inf,6001,1,0.12067371,100,2
maes,periodic_restart,bbob_f010_i05_d02,2,inf,6001,1,0.1206956,100,2
maes,periodic_restart,bbob_f010_i71_d02,2,inf,6001,1,0.12008085,100,2
maes,periodic_restart,bbob_f010_i72_d02,2,inf,6001,1,0.11763265,100,2
maes,periodic_restart,bbob_f010_i73_d02,2,inf,6001,1,0.11972698,100,2
maes,periodic_restart,bbob_f010_i74_d02,2,inf,6001,1,0.11638863,100,2
maes,periodic_restart,bbob_f010_i75_d02,2,inf,6001,1,0.1155845,100,2
maes,periodic_restart,bbob_f010_i76_d02,2,inf,6001,1,0.11575179,100,2
maes,periodic_restart,bbob_f010_i77_d02,2,inf,6001,1,0.11549862,100,2
maes,periodic_restart,bbob_f010_i78_d02,2,inf,6001,1,0.11568385,100,2
maes,periodic_restart,bbob_f010_i79_d02,2,inf,6001,1,0.11981578,100,2
maes,periodic_restart,bbob_f010_i80_d02,2,inf,6001,1,0.11503141,100,2
maes,periodic_restart,bbob_f011_i01_d02,2,inf,6001,1,0.11468183,100,2
maes,periodic_restart,bbob_f011_i02_d02,2,inf,6001,1,0.11524176,100,2
maes,periodic_restart,bbob_f011_i03_d02,2,inf,6001,1,0.11569698,100,2
maes,periodic_restart,bbob_f011_i04_d02,2,inf,6001,1,0.11760273,100,2
maes,periodic_restart,bbob_f011_i05_d02,2,inf,6001,1,0.11814411,100,2
maes,periodic_restart,bbob_f011_i71_d02,2,inf,6001,1,0.11784193,100,2
maes,periodic_restart,bbob_f011_i72_d02,2,inf,6001,1,0.11781693,100,2
maes,periodic_restart,bbob_f011_i73_d02,2,inf,6001,1,0.11614175,100,2
maes,periodic_restart,bbob_f011_i74_d02,2,inf,6001,1,0.11790557,100,2
maes,periodic_restart,bbob_f011_i75_d02,2,inf,6001,1,0.11867371,100,2
maes,periodic_restart,bbob_f011_i76_d02,2,inf,6001,1,0.11848646,100,2
maes,periodic_restart,bbob_f011_i77_d02,2,inf,6001,1,0.11785507,100,2
maes,periodic_restart,bbob_f011_i78_d02,2,inf,6001,1,0.11611303,100,2
maes,periodic_restart,bbob_f011_i79_d02,2,inf,6001,1,0.11574275,100,2
maes,periodic_restart,bbob_f011_i80_d02,2,inf,6001,1,0.11572025,100,2
maes,periodic_restart,bbob_f012_i01_d02,2,inf,6001,1,0.11756779,100,2
maes,periodic_restart,bbob_f012_i02_d02,2,inf,6001,1,0.11728687,100,2
maes,periodic_restart,bbob_f012_i03_d02,2,inf,6001,1,0.11628404,100,2
maes,periodic_restart,bbob_f012_i04_d02,2,inf,6001,1,0.11507907,100,2
maes,periodic_restart,bbob_f012_i05_d02,2,inf,6001,1,0.11483028,100,2
maes,periodic_restart,bbob_f012_i71_d02,2,inf,6001,1,0.11748373,100,2
maes,periodic_restart,bbob_f012_i72_d02,2,inf,6001,1,0.11835666,100,2
maes,periodic_restart,bbob_f012_i73_d02,2,inf,6001,1,0.11774445,100,2
maes,periodic_restart,bbob_f012_i74_d02,2,inf,6001,1,0.11673095,100,2
maes,periodic_restart,bbob_f012_i75_d02,2,inf,6001,1,0.11537077,100,2
maes,periodic_restart,bbob_f012_i76_d02,2,inf,6001,1,0.11510307,100,2
maes,periodic_restart,bbob_f012_i77_d02,2,inf,6001,1,0.11509498,100,2
maes,periodic_restart,bbob_f012_i78_d02,2,inf,6001,1,0.11487812,100,2
maes,periodic_restart,bbob_f012_i79_d02,2,inf,6001,1,0.11521461,100,2
maes,periodic_restart,bbob_f012_i80_d02,2,inf,6001,1,0.11485186,100,2
maes,periodic_restart,bbob_f013_i01_d02,2,inf,6001,1,0.11362759,100,2
maes,periodic_restart,bbob_f013_i02_d02,2,inf,6001,1,0.11419212,100,2
maes,periodic_restart,bbob_f013_i03_d02,2,inf,6001,1,0.11428597,100,2
maes,periodic_restart,bbob_f013_i04_d02,2,inf,6001,1,0.11405123,100,2
maes,periodic_restart,bbob_f013_i05_d02,2,inf,6001,1,0.11338158,100,2
maes,periodic_restart,bbob_f013_i71_d02,2,inf,6001,1,0.1138934,100,2
maes,periodic_restart,bbob_f013_i72_d02,2,inf,6001,1,0.11518753,100,2
maes,periodic_restart,bbob_f013_i73_d02,2,inf,6001,1,0.11447261,100,2
maes,periodic_restart,bbob_f013_i74_d02,2,inf,6001,1,0.11366393,100,2
maes,periodic_restart,bbob_f013_i75_d02,2,inf,6001,1,0.1140441,100,2
maes,periodic_restart,bbob_f013_i76_d02,2,inf,6001,1,0.1145412,100,2
maes,periodic_restart,bbob_f013_i77_d02,2,inf,6001,1,0.11355528,100,2
maes,periodic_restart,bbob_f013_i78_d02,2,inf,6001,1,0.11374651,100,2
maes,periodic_restart,bbob_f013_i79_d02,2,inf,6001,1,0.11379144,100,2
maes,periodic_restart,bbob_f013_i80_d02,2,inf,6001,1,0.11345025,100,2
maes,periodic_restart,bbob_f014_i01_d02,2,inf,6001,1,0.11413087,100,2
maes,periodic_restart,bbob_f014_i02_d02,2,inf,6001,1,0.11406708,100,2
maes,periodic_restart,bbob_f014_i03_d02,2,inf,6001,1,0.11368045,100,2
maes,periodic_restart,bbob_f014_i04_d02,2,inf,6001,1,0.1139442,100,2
maes,periodic_restart,bbob_f014_i05_d02,2,inf,6001,1,0.11501418,100,2
maes,periodic_restart,bbob_f014_i71_d02,2,inf,6001,1,0.1147131,100,2
maes,periodic_restart,bbob_f014_i72_d02,2,inf,6001,1,0.117159,100,2
maes,periodic_restart,bbob_f014_i73_d02,2,inf,6001,1,0.11828116,100,2
maes,periodic_restart,bbob_f014_i74_d02,2,inf,6001,1,0.11808015,100,2
maes,periodic_restart,bbob_f014_i75_d02,2,inf,6001,1,0.11699512,100,2
maes,periodic_restart,bbob_f014_i76_d02,2,inf,6001,1,0.11825679,100,2
maes,periodic_restart,bbob_f014_i77_d02,2,inf,6001,1,0.11880773,100,2
maes,periodic_restart,bbob_f014_i78_d02,2,inf,6001,1,0.11844485,100,2
maes,periodic_restart,bbob_f014_i79_d02,2,inf,6001,1,0.11353635,100,2
maes,periodic_restart,bbob_f014_i80_d02,2,inf,6001,1,0.11407723,100,2
maes,periodic_restart,bbob_f015_i01_d02,2,inf,6001,1,0.11657464,100,2
maes,periodic_restart,bbob_f015_i02_d02,2,inf,6001,1,0.11765844,100,2
maes,periodic_restart,bbob_f015_i03_d02,2,inf,6001,1,0.11907392,100,2
maes,periodic_restart,bbob_f015_i04_d02,2,inf,6001,1,0.11681508,100,2
maes,periodic_restart,bbob_f015_i05_d02,2,inf,6001,1,0.117079,100,2
maes,periodic_restart,bbob_f015_i71_d02,2,inf,6001,1,0.11667087,100,2
maes,periodic_restart,bbob_f015_i72_d02,2,inf,6001,1,0.11613947,100,2
maes,periodic_restart,bbob_f015_i73_d02,2,inf,6001,1,0.12112965,100,2
maes,periodic_restart,bbob_f015_i74_d02,2,inf,6001,1,0.11753881,100,2
maes,periodic_restart,bbob_f015_i75_d02,2,inf,6001,1,0.12156863,100,2
maes,periodic_restart,bbob_f015_i76_d02,2,inf,6001,1,0.1152244,100,2
maes,periodic_restart,bbob_f015_i77_d02,2,inf,6001,1,0.11551087,100,2
maes,periodic_restart,bbob_f015_i78_d02,2,inf,6001,1,0.11642662,100,2
maes,periodic_restart,bbob_f015_i79_d02,2,inf,6001,1,0.11571681,100,2
maes,periodic_restart,bbob_f015_i80_d02,2,inf,6001,1,0.11562522,100,2
maes,periodic_restart,bbob_f016_i01_d02,2,inf,6001,1,0.11803533,100,2
maes,periodic_restart,bbob_f016_i02_d02,2,inf,6001,1,0.11830136,100,2
maes,periodic_restart,bbob_f016_i03_d02,2,inf,6001,1,0.11885187,100,2
maes,periodic_restart,bbob_f016_i04_d02,2,inf,6001,1,0.11869223,100,2
maes,periodic_restart,bbob_f016_i05_d02,2,inf,6001,1,0.11977468,100,2
maes,periodic_restart,bbob_f016_i71_d02,2,inf,6001,1,0.1185568,100,2
maes,periodic_restart,bbob_f016_i72_d02,2,inf,6001,1,0.1189339,100,2
maes,periodic_restart,bbob_f016_i73_d02,2,inf,6001,1,0.11889481,100,2
maes,periodic_restart,bbob_f016_i74_d02,2,inf,6001,1,0.11886913,100,2
maes,periodic_restart,bbob_f016_i75_d02,2,inf,6001,1,0.11892638,100,2
maes,periodic_restart,bbob_f016_i76_d02,2,inf,6001,1,0.11825344,100,2
maes,periodic_restart,bbob_f016_i77_d02,2,inf,6001,1,0.11856975,100,2
maes,periodic_restart,bbob_f016_i78_d02,2,inf,6001,1,0.11877007,100,2
maes,periodic_restart,bbob_f016_i79_d02,2,inf,6001,1,0.11881364,100,2
maes,periodic_restart,bbob_f016_i80_d02,2,inf,6001,1,0.1225617,100,2
maes,periodic_restart,bbob_f017_i01_d02,2,inf,6001,1,0.11888435,100,2
maes,periodic_restart,bbob_f017_i02_d02,2,inf,6001,1,0.11920859,100,2
maes,periodic_restart,bbob_f017_i03_d02,2,inf,6001,1,0.12014045,100,2
maes,periodic_restart,bbob_f017_i04_d02,2,inf,6001,1,0.11949538,100,2
maes,periodic_restart,bbob_f017_i05_d02,2,inf,6001,1,0.12042728,100,2
maes,periodic_restart,bbob_f017_i71_d02,2,inf,6001,1,0.12053629,100,2
maes,periodic_restart,bbob_f017_i72_d02,2,inf,6001,1,0.11627643,100,2
maes,periodic_restart,bbob_f017_i73_d02,2,inf,6001,1,0.11584163,100,2
maes,periodic_restart,bbob_f017_i74_d02,2,inf,6001,1,0.11587941,100,2
maes,periodic_restart,bbob_f017_i75_d02,2,inf,6001,1,0.11575333,100,2
maes,periodic_restart,bbob_f017_i76_d02,2,inf,6001,1,0.11679572,100,2
maes,periodic_restart,bbob_f017_i77_d02,2,inf,6001,1,0.11597035,100,2
maes,periodic_restart,bbob_f017_i78_d02,2,inf,6001,1,0.11625393,100,2
maes,periodic_restart,bbob_f017_i79_d02,2,inf,6001,1,0.11539214,100,2
maes,periodic_restart,bbob_f017_i80_d02,2,inf,6001,1,0.1157328,100,2
maes,periodic_restart,bbob_f018_i01_d02,2,inf,6001,1,0.11599111,100,2
maes,periodic_restart,bbob_f018_i02_d02,2,inf,6001,1,0.11508527,100,2
maes,periodic_restart,bbob_f018_i03_d02,2,inf,6001,1,0.1163648,100,2
maes,periodic_restart,bbob_f018_i04_d02,2,inf,6001,1,0.11573772,100,2
maes,periodic_restart,bbob_f018_i05_d02,2,inf,6001,1,0.11547506,100,2
maes,periodic_restart,bbob_f018_i71_d02,2,inf,6001,1,0.11945991,100,2
maes,periodic_restart,bbob_f018_i72_d02,2,inf,6001,1,0.11694726,100,2
maes,periodic_restart,bbob_f018_i73_d02,2,inf,6001,1,0.11722867,100,2
maes,periodic_restart,bbob_f018_i74_d02,2,inf,6001,1,0.11634448,100,2
maes,periodic_restart,bbob_f018_i75_d02,2,inf,6001,1,0.11695714,100,2
maes,periodic_restart,bbob_f018_i76_d02,2,inf,6001,1,0.11531685,100,2
maes,periodic_restart,bbob_f018_i77_d02,2,inf,6001,1,0.11651222,100,2
maes,periodic_restart,bbob_f018_i78_d02,2,inf,6001,1,0.11696029,100,2
maes,periodic_restart,bbob_f018_i79_d02,2,inf,6001,1,0.1179812,100,2
maes,periodic_restart,bbob_f018_i80_d02,2,inf,6001,1,0.11591313,100,2
maes,periodic_restart,bbob_f019_i01_d02,2,inf,6001,1,0.11421062,100,2
maes,periodic_restart,bbob_f019_i02_d02,2,inf,6001,1,0.11654274,100,2
maes,periodic_restart,bbob_f019_i03_d02,2,inf,6001,1,0.11706226,100,2
maes,periodic_restart,bbob_f019_i04_d02,2,inf,6001,1,0.11462496,100,2
maes,periodic_restart,bbob_f019_i05_d02,2,inf,6001,1,0.11689224,100,2
maes,periodic_restart,bbob_f019_i71_d02,2,inf,6001,1,0.11686265,100,2
maes,periodic_restart,bbob_f019_i72_d02,2,inf,6001,1,0.11610496,100,2
maes,periodic_restart,bbob_f019_i73_d02,2,inf,6001,1,0.11462284,100,2
maes,periodic_restart,bbob_f019_i74_d02,2,inf,6001,1,0.11366451,100,2
maes,periodic_restart,bbob_f019_i75_d02,2,inf,6001,1,0.11503803,100,2
maes,periodic_restart,bbob_f019_i76_d02,2,inf,6001,1,0.11393803,100,2
maes,periodic_restart,bbob_f019_i77_d02,2,inf,6001,1,0.11532405,100,2
maes,periodic_restart,bbob_f019_i78_d02,2,inf,6001,1,0.11444343,100,2
maes,periodic_restart,bbob_f019_i79_d02,2,inf,6001,1,0.11429728,100,2
maes,periodic_restart,bbob_f019_i80_d02,2,inf,6001,1,0.11435091,100,2
maes,periodic_restart,bbob_f020_i01_d02,2,inf,6001,1,0.11904246,100,2
maes,periodic_restart,bbob_f020_i02_d02,2,inf,6001,1,0.11885747,100,2
maes,periodic_restart,bbob_f020_i03_d02,2,inf,6001,1,0.1188752,100,2
maes,periodic_restart,bbob_f020_i04_d02,2,inf,6001,1,0.11930215,100,2
maes,periodic_restart,bbob_f020_i05_d02,2,inf,6001,1,0.11918087,100,2
maes,periodic_restart,bbob_f020_i71_d02,2,inf,6001,1,0.11923604,100,2
maes,periodic_restart,bbob_f020_i72_d02,2,inf,6001,1,0.11910146,100,2
maes,periodic_restart,bbob_f020_i73_d02,2,inf,6001,1,0.11989368,100,2
maes,periodic_restart,bbob_f020_i74_d02,2,inf,6001,1,0.11929604,100,2
maes,periodic_restart,bbob_f020_i75_d02,2,inf,6001,1,0.11931916,100,2
maes,periodic_restart,bbob_f020_i76_d02,2,inf,6001,1,0.11914595,100,2
maes,periodic_restart,bbob_f020_i77_d02,2,inf,6001,1,0.11984089,100,2
maes,periodic_restart,bbob_f020_i78_d02,2,inf,6001,1,0.11915083,100,2
maes,periodic_restart,bbob_f020_i79_d02,2,inf,6001,1,0.11909194,100,2
maes,periodic_restart,bbob_f020_i80_d02,2,inf,6001,1,0.11947616,100,2
maes,periodic_restart,bbob_f021_i01_d02,2,inf,6001,1,0.12182231,100,2
maes,periodic_restart,bbob_f021_i02_d02,2,inf,6001,1,0.12099128,100,2
maes,periodic_restart,bbob_f021_i03_d02,2,inf,6001,1,0.12086924,100,2
maes,periodic_restart,bbob_f021_i04_d02,2,inf,6001,1,0.12159138,100,2
maes,periodic_restart,bbob_f021_i05_d02,2,inf,6001,1,0.12218998,100,2
maes,periodic_restart,bbob_f021_i71_d02,2,inf,6001,1,0.1214137,100,2
maes,periodic_restart,bbob_f021_i72_d02,2,inf,6001,1,0.12042595,100,2
maes,periodic_restart,bbob_f021_i73_d02,2,inf,6001,1,0.12085036,100,2
maes,periodic_restart,bbob_f021_i74_d02,2,inf,6001,1,0.12065453,100,2
maes,periodic_restart,bbob_f021_i75_d02,2,inf,6001,1,0.12103174,100,2
maes,periodic_restart,bbob_f021_i76_d02,2,inf,6001,1,0.12140989,100,2
maes,periodic_restart,bbob_f021_i77_d02,2,inf,6001,1,0.1207896,100,2
maes,periodic_restart,bbob_f021_i78_d02,2,inf,6001,1,0.1214634,100,2
maes,periodic_restart,bbob_f021_i79_d02,2,inf,6001,1,0.12161387,100,2
maes,periodic_restart,bbob_f021_i80_d02,2,inf,6001,1,0.12171523,100,2
maes,periodic_restart,bbob_f022_i01_d02,2,inf,6001,1,0.1172878,100,2
maes,periodic_restart,bbob_f022_i02_d02,2,inf,6001,1,0.11637254,100,2
maes,periodic_restart,bbob_f022_i03_d02,2,inf,6001,1,0.11599368,100,2
maes,periodic_restart,bbob_f022_i04_d02,2,inf,6001,1,0.11665691,100,2
maes,periodic_restart,bbob_f022_i05_d02,2,inf,6001,1,0.11725367,100,2
maes,periodic_restart,bbob_f022_i71_d02,2,inf,6001,1,0.11716128,100,2
maes,periodic_restart,bbob_f022_i72_d02,2,inf,6001,1,0.1171913,100,2
