optimizer,wrapper,problem_id,dimension,best_fitness,evaluations,sweep,time_one_iteration
maes,dummy,bbob_f001_i01_d02,2,99.72138930459923,6001,1,0.11872042
maes,dummy,bbob_f001_i02_d02,2,455.900160661598,6001,1,0.11842173
maes,dummy,bbob_f001_i03_d02,2,-247.07264155041474,6001,1,0.11903069
maes,dummy,bbob_f001_i04_d02,2,-150.40207414829464,6001,1,0.1168516
maes,dummy,bbob_f001_i05_d02,2,-6.3309329157963035,6001,1,0.11774002
maes,dummy,bbob_f001_i71_d02,2,187.39815576862566,6001,1,0.11955996
maes,dummy,bbob_f001_i72_d02,2,234.34558001982143,6001,1,0.11702052
maes,dummy,bbob_f001_i73_d02,2,-593.089901355892,6001,1,0.11805012
maes,dummy,bbob_f001_i74_d02,2,-958.0085948619826,6001,1,0.1196069
maes,dummy,bbob_f001_i75_d02,2,8.496546817004425,6001,1,0.11471274
maes,dummy,bbob_f001_i76_d02,2,30.15093719211663,6001,1,0.11836171
maes,dummy,bbob_f001_i77_d02,2,357.31586674443076,6001,1,0.11469456
maes,dummy,bbob_f001_i78_d02,2,-475.69695688424764,6001,1,0.11899168
maes,dummy,bbob_f001_i79_d02,2,-967.1350413512904,6001,1,0.12026151
maes,dummy,bbob_f001_i80_d02,2,9.056165504303053,6001,1,0.11909298
maes,dummy,bbob_f002_i01_d02,2,-170.80505158987154,6001,1,0.12101849
maes,dummy,bbob_f002_i02_d02,2,8181824.924019257,6001,1,0.11905026
maes,dummy,bbob_f002_i03_d02,2,14522224.026245002,6001,1,0.12040426
maes,dummy,bbob_f002_i04_d02,2,23774677.817273874,6001,1,0.12467161
maes,dummy,bbob_f002_i05_d02,2,697.286374628065,6001,1,0.11781976
maes,dummy,bbob_f002_i71_d02,2,449.03160833619097,6001,1,0.12171784
maes,dummy,bbob_f002_i72_d02,2,43574.74807936348,6001,1,0.11983568
maes,dummy,bbob_f002_i73_d02,2,13822226.777063249,6001,1,0.12054513
maes,dummy,bbob_f002_i74_d02,2,26679.32416411695,6001,1,0.11820675
maes,dummy,bbob_f002_i75_d02,2,3122721.116383015,6001,1,0.12530647
maes,dummy,bbob_f002_i76_d02,2,165.58509018172418,6001,1,0.11966496
maes,dummy,bbob_f002_i77_d02,2,16529.40140622304,6001,1,0.1242295
maes,dummy,bbob_f002_i78_d02,2,-541.2497225737684,6001,1,0.12490133
maes,dummy,bbob_f002_i79_d02,2,642.9609273120727,6001,1,0.1244812
maes,dummy,bbob_f002_i80_d02,2,1105.8960205242497,6001,1,0.12573613
maes,dummy,bbob_f003_i01_d02,2,-392.9137828633385,6001,1,0.12780446
maes,dummy,bbob_f003_i02_d02,2,78.70492255010629,6001,1,0.12357471
maes,dummy,bbob_f003_i03_d02,2,153.40212484244478,6001,1,0.1297238
maes,dummy,bbob_f003_i04_d02,2,21.995875735973325,6001,1,0.12746442
maes,dummy,bbob_f003_i05_d02,2,148.65857170781558,6001,1,0.12686564
maes,dummy,bbob_f003_i71_d02,2,-12.680303104162263,6001,1,0.12522801
maes,dummy,bbob_f003_i72_d02,2,62.41010742096937,6001,1,0.13097403
maes,dummy,bbob_f003_i73_d02,2,290.87688977331595,6001,1,0.12851854
maes,dummy,bbob_f003_i74_d02,2,-20.91916363896374,6001,1,0.12771417
maes,dummy,bbob_f003_i75_d02,2,9.795016944840583,6001,1,0.12885032
maes,dummy,bbob_f003_i76_d02,2,-560.1090150864737,6001,1,0.13047232
maes,dummy,bbob_f003_i77_d02,2,160.00424969493685,6001,1,0.13585754
maes,dummy,bbob_f003_i78_d02,2,7.554345014277775,6001,1,0.13502472
maes,dummy,bbob_f003_i79_d02,2,172.7385142641045,6001,1,0.12850762
maes,dummy,bbob_f003_i80_d02,2,45.34462397262315,6001,1,0.13024591
maes,dummy,bbob_f004_i01_d02,2,-320.55325643986316,6001,1,0.12711321
maes,dummy,bbob_f004_i02_d02,2,80.27116243937076,6001,1,0.13023669
maes,dummy,bbob_f004_i03_d02,2,471.7937230638464,6001,1,0.13140769
maes,dummy,bbob_f004_i04_d02,2,44.54617762740078,6001,1,0.13027633
maes,dummy,bbob_f004_i05_d02,2,325.0201509633297,6001,1,0.13132174
maes,dummy,bbob_f004_i71_d02,2,-28.54704760951311,6001,1,0.12135073
maes,dummy,bbob_f004_i72_d02,2,94.20889983806198,6001,1,0.12019179
maes,dummy,bbob_f004_i73_d02,2,306.85778996099873,6001,1,0.1210617
maes,dummy,bbob_f004_i74_d02,2,-25.261903024006234,6001,1,0.12115655
maes,dummy,bbob_f004_i75_d02,2,-31.3013355915185,6001,1,0.12101685
maes,dummy,bbob_f004_i76_d02,2,-596.7077370769928,6001,1,0.12059913
maes,dummy,bbob_f004_i77_d02,2,265.76641789980476,6001,1,0.12303183
maes,dummy,bbob_f004_i78_d02,2,8.798381151024376,6001,1,0.12591092
maes,dummy,bbob_f004_i79_d02,2,614.0039232242973,6001,1,0.1269854
maes,dummy,bbob_f004_i80_d02,2,54.78991140621123,6001,1,0.12443537
maes,dummy,bbob_f005_i01_d02,2,52.2392909413926,6001,1,0.12031661
maes,dummy,bbob_f005_i02_d02,2,663.8542302794999,6001,1,0.12362556
maes,dummy,bbob_f005_i03_d02,2,153.8141959186895,6001,1,0.12346496
maes,dummy,bbob_f005_i04_d02,2,996.2457545384729,6001,1,0.12583346
maes,dummy,bbob_f005_i05_d02,2,8.934712789085708,6001,1,0.11989672
maes,dummy,bbob_f005_i71_d02,2,-66.39,6001,1,0.11889793
maes,dummy,bbob_f005_i72_d02,2,-198.37050816090405,6001,1,0.12076291
maes,dummy,bbob_f005_i73_d02,2,1004.2736552795176,6001,1,0.12429901
maes,dummy,bbob_f005_i74_d02,2,-142.79207233884034,6001,1,0.12069994
maes,dummy,bbob_f005_i75_d02,2,-99.90114440353504,6001,1,0.1210587
maes,dummy,bbob_f005_i76_d02,2,196.2391016644102,6001,1,0.11900913
maes,dummy,bbob_f005_i77_d02,2,217.24515038588237,6001,1,0.11712333
maes,dummy,bbob_f005_i78_d02,2,-960.402270033928,6001,1,0.12069845
maes,dummy,bbob_f005_i79_d02,2,-15.372019975190021,6001,1,0.12081882
maes,dummy,bbob_f005_i80_d02,2,-32.735357412206994,6001,1,0.12070311
maes,dummy,bbob_f006_i01_d02,2,250.93159992286255,6001,1,0.12158121
maes,dummy,bbob_f006_i02_d02,2,2492.7188724871935,6001,1,0.11976551
maes,dummy,bbob_f006_i03_d02,2,38050.8063696746,6001,1,0.12160948
maes,dummy,bbob_f006_i04_d02,2,138.42933493686178,6001,1,0.11932678
maes,dummy,bbob_f006_i05_d02,2,629.0021413033462,6001,1,0.12145214
maes,dummy,bbob_f006_i71_d02,2,98866.00117184244,6001,1,0.12026175
maes,dummy,bbob_f006_i72_d02,2,30.963348102955354,6001,1,0.11940072
maes,dummy,bbob_f006_i73_d02,2,2.5120863574672363,6001,1,0.12364525
maes,dummy,bbob_f006_i74_d02,2,539.9077824407635,6001,1,0.12469305
maes,dummy,bbob_f006_i75_d02,2,12353.733022827446,6001,1,0.12582509
maes,dummy,bbob_f006_i76_d02,2,102.36945684887853,6001,1,0.1209099
maes,dummy,bbob_f006_i77_d02,2,1038.5665811590318,6001,1,0.12139914
maes,dummy,bbob_f006_i78_d02,2,8.952431345538264,6001,1,0.12259869
maes,dummy,bbob_f006_i79_d02,2,730.5351757364544,6001,1,0.12175192
maes,dummy,bbob_f006_i80_d02,2,274.8147586239811,6001,1,0.12082159
maes,dummy,bbob_f007_i01_d02,2,100.67907762946201,6001,1,0.11779062
maes,dummy,bbob_f007_i02_d02,2,218.33936284405067,6001,1,0.11953248
maes,dummy,bbob_f007_i03_d02,2,8.430614881643004,6001,1,0.12014666
maes,dummy,bbob_f007_i04_d02,2,50.40190461305367,6001,1,0.11929708
maes,dummy,bbob_f007_i05_d02,2,358.98467898926856,6001,1,0.11696612
maes,dummy,bbob_f007_i71_d02,2,-998.9186242344834,6001,1,0.11738908
maes,dummy,bbob_f007_i72_d02,2,399.84677863382257,6001,1,0.11757194
maes,dummy,bbob_f007_i73_d02,2,150.16436635699478,6001,1,0.11585379
maes,dummy,bbob_f007_i74_d02,2,139.86361507027473,6001,1,0.11864502
maes,dummy,bbob_f007_i75_d02,2,-366.0536923152698,6001,1,0.11723713
maes,dummy,bbob_f007_i76_d02,2,183.70652014084098,6001,1,0.11718196
maes,dummy,bbob_f007_i77_d02,2,-12.741882539286369,6001,1,0.11769556
maes,dummy,bbob_f007_i78_d02,2,65.71615873427339,6001,1,0.11756581
maes,dummy,bbob_f007_i79_d02,2,2874.5442703137637,6001,1,0.11579545
maes,dummy,bbob_f007_i80_d02,2,1016.480703149175,6001,1,0.11786062
maes,dummy,bbob_f008_i01_d02,2,149.2726926537148,6001,1,0.12216152
maes,dummy,bbob_f008_i02_d02,2,-999.6355525527255,6001,1,0.11501476
maes,dummy,bbob_f008_i03_d02,2,37001.452551407,6001,1,0.11451272
maes,dummy,bbob_f008_i04_d02,2,-46.411640133615194,6001,1,0.11655124
maes,dummy,bbob_f008_i05_d02,2,45.51608929274056,6001,1,0.12034687
maes,dummy,bbob_f008_i71_d02,2,94.09866810261612,6001,1,0.11878938
maes,dummy,bbob_f008_i72_d02,2,-120.98678262231222,6001,1,0.11833114
maes,dummy,bbob_f008_i73_d02,2,-15.742000711904454,6001,1,0.1167318
maes,dummy,bbob_f008_i74_d02,2,7.008661977407451,6001,1,0.11684451
maes,dummy,bbob_f008_i75_d02,2,2702.032588515295,6001,1,0.11717776
maes,dummy,bbob_f008_i76_d02,2,33024.765955890995,6001,1,0.11789372
maes,dummy,bbob_f008_i77_d02,2,-679.658780300815,6001,1,0.1194855
maes,dummy,bbob_f008_i78_d02,2,1001.6035967874266,6001,1,0.11561422
maes,dummy,bbob_f008_i79_d02,2,16.565304545448313,6001,1,0.11654346
maes,dummy,bbob_f008_i80_d02,2,-4.275195328552376,6001,1,0.11747485
maes,dummy,bbob_f009_i01_d02,2,278.9534573010321,6001,1,0.11881895
maes,dummy,bbob_f009_i02_d02,2,1129.220476244054,6001,1,0.12001221
maes,dummy,bbob_f009_i03_d02,2,56.524535244751284,6001,1,0.12170886
maes,dummy,bbob_f009_i04_d02,2,-60.96129641184986,6001,1,0.12177691
maes,dummy,bbob_f009_i05_d02,2,7729.205770589607,6001,1,0.12260471
maes,dummy,bbob_f009_i71_d02,2,4082.746944696865,6001,1,0.11547104
maes,dummy,bbob_f009_i72_d02,2,243.66488693016063,6001,1,0.11778815
maes,dummy,bbob_f009_i73_d02,2,25721.089785269654,6001,1,0.11370307
maes,dummy,bbob_f009_i74_d02,2,35.8683670506967,6001,1,0.11892256
maes,dummy,bbob_f009_i75_d02,2,61.56702336712455,6001,1,0.11753243
maes,dummy,bbob_f009_i76_d02,2,11.908556446419645,6001,1,0.11647766
maes,dummy,bbob_f009_i77_d02,2,4977.724596308259,6001,1,0.12062006
maes,dummy,bbob_f009_i78_d02,2,123.93687372203408,6001,1,0.12039351
maes,dummy,bbob_f009_i79_d02,2,-46.8068876735212,6001,1,0.1204501
maes,dummy,bbob_f009_i80_d02,2,61.567381058435956,6001,1,0.11680682
maes,dummy,bbob_f010_i01_d02,2,1813.0009496571195,6001,1,0.12044981
maes,dummy,bbob_f010_i02_d02,2,312.80524379238136,6001,1,0.13411484
maes,dummy,bbob_f010_i03_d02,2,24350038.300971914,6001,1,0.12264315
maes,dummy,bbob_f010_i04_d02,2,3850874.8766466477,6001,1,0.11763512
maes,dummy,bbob_f010_i05_d02,2,10070.694025927043,6001,1,0.12034458
maes,dummy,bbob_f010_i71_d02,2,-2.2129793657760573,6001,1,0.12105739
maes,dummy,bbob_f010_i72_d02,2,1343.8729187169722,6001,1,0.11831247
maes,dummy,bbob_f010_i73_d02,2,155.5567350853034,6001,1,0.12562771
maes,dummy,bbob_f010_i74_d02,2,30145532.694601275,6001,1,0.12006911
maes,dummy,bbob_f010_i75_d02,2,279597.6157249723,6001,1,0.11818593
maes,dummy,bbob_f010_i76_d02,2,30921878.620652553,6001,1,0.1201814
maes,dummy,bbob_f010_i77_d02,2,467507.59088568983,6001,1,0.11841012
maes,dummy,bbob_f010_i78_d02,2,7721.293620793196,6001,1,0.11902636
maes,dummy,bbob_f010_i79_d02,2,15252383.88121057,6001,1,0.11768746
maes,dummy,bbob_f010_i80_d02,2,4077.474179708015,6001,1,0.119003
maes,dummy,bbob_f011_i01_d02,2,22832116.77618235,6001,1,0.1220249
maes,dummy,bbob_f011_i02_d02,2,315849.46729659714,6001,1,0.11833049
maes,dummy,bbob_f011_i03_d02,2,8303661.62342391,6001,1,0.11728075
maes,dummy,bbob_f011_i04_d02,2,940.9722777766821,6001,1,0.1183034
maes,dummy,bbob_f011_i05_d02,2,10232609.13715138,6001,1,0.11977465
maes,dummy,bbob_f011_i71_d02,2,-14.303248179212268,6001,1,0.11730144
maes,dummy,bbob_f011_i72_d02,2,149.31230445979378,6001,1,0.11624436
maes,dummy,bbob_f011_i73_d02,2,20696.122133383775,6001,1,0.11804668
maes,dummy,bbob_f011_i74_d02,2,2900.073107931038,6001,1,0.11855719
maes,dummy,bbob_f011_i75_d02,2,453.5943993541892,6001,1,0.11849287
maes,dummy,bbob_f011_i76_d02,2,-31.9739060735387,6001,1,0.11870026
maes,dummy,bbob_f011_i77_d02,2,380384.1007931944,6001,1,0.12456394
maes,dummy,bbob_f011_i78_d02,2,37.44799832219418,6001,1,0.12024265
maes,dummy,bbob_f011_i79_d02,2,282690.87707946857,6001,1,0.11794171
maes,dummy,bbob_f011_i80_d02,2,9547073.760302754,6001,1,0.12009248
maes,dummy,bbob_f012_i01_d02,2,23776272.36727775,6001,1,0.11802864
maes,dummy,bbob_f012_i02_d02,2,315300420.43554175,6001,1,0.11887531
maes,dummy,bbob_f012_i03_d02,2,21849138.40900415,6001,1,0.11937173
maes,dummy,bbob_f012_i04_d02,2,2072.0004558988007,6001,1,0.11893038
maes,dummy,bbob_f012_i05_d02,2,54002.12162422049,6001,1,0.1188549
maes,dummy,bbob_f012_i71_d02,2,131855225.28123698,6001,1,0.11934132
maes,dummy,bbob_f012_i72_d02,2,616141.1077006871,6001,1,0.11870744
maes,dummy,bbob_f012_i73_d02,2,277.31051752715433,6001,1,0.11853693
maes,dummy,bbob_f012_i74_d02,2,105.92377326823771,6001,1,0.11852191
maes,dummy,bbob_f012_i75_d02,2,1005.4236891761036,6001,1,0.11812646
maes,dummy,bbob_f012_i76_d02,2,316.66254704570457,6001,1,0.11809611
maes,dummy,bbob_f012_i77_d02,2,29362.00168665919,6001,1,0.11744736
maes,dummy,bbob_f012_i78_d02,2,785830.0671923307,6001,1,0.11805256
maes,dummy,bbob_f012_i79_d02,2,887021.4786955361,6001,1,0.11901628
maes,dummy,bbob_f012_i80_d02,2,4539002.108224748,6001,1,0.12645495
maes,dummy,bbob_f013_i01_d02,2,31.058963536567404,6001,1,0.11812983
maes,dummy,bbob_f013_i02_d02,2,-10.018381038179342,6001,1,0.1194104
maes,dummy,bbob_f013_i03_d02,2,-262.677157676399,6001,1,0.11957329
maes,dummy,bbob_f013_i04_d02,2,1068.9653473677893,6001,1,0.11841694
maes,dummy,bbob_f013_i05_d02,2,169.69337897076733,6001,1,0.12180247
maes,dummy,bbob_f013_i71_d02,2,30.67358097552414,6001,1,0.11873408
maes,dummy,bbob_f013_i72_d02,2,-701.0895718552869,6001,1,0.11718148
maes,dummy,bbob_f013_i73_d02,2,-51.633618819226946,6001,1,0.11720047
maes,dummy,bbob_f013_i74_d02,2,36.64762193349034,6001,1,0.11762689
maes,dummy,bbob_f013_i75_d02,2,1327.626587673246,6001,1,0.12120146
maes,dummy,bbob_f013_i76_d02,2,206.7844277439129,6001,1,0.1200103
maes,dummy,bbob_f013_i77_d02,2,141.63890762181714,6001,1,0.12000392
maes,dummy,bbob_f013_i78_d02,2,240.41457012395347,6001,1,0.12005679
maes,dummy,bbob_f013_i79_d02,2,-169.9108627715181,6001,1,0.11876334
maes,dummy,bbob_f013_i80_d02,2,-40.52819740931655,6001,1,0.11832269
maes,dummy,bbob_f014_i01_d02,2,-46.68294577941374,6001,1,0.12007452
maes,dummy,bbob_f014_i02_d02,2,-179.05765635234786,6001,1,0.11994147
maes,dummy,bbob_f014_i03_d02,2,86.23481294236242,6001,1,0.11829477
maes,dummy,bbob_f014_i04_d02,2,82.28213777201276,6001,1,0.1169924
maes,dummy,bbob_f014_i05_d02,2,-53.973097832046754,6001,1,0.11575701
maes,dummy,bbob_f014_i71_d02,2,40.04848322335333,6001,1,0.11636028
maes,dummy,bbob_f014_i72_d02,2,21.1910026968362,6001,1,0.11793485
maes,dummy,bbob_f014_i73_d02,2,548.222876478099,6001,1,0.11893495
maes,dummy,bbob_f014_i74_d02,2,11.382514908051931,6001,1,0.11780953
maes,dummy,bbob_f014_i75_d02,2,-122.31625152418799,6001,1,0.11576816
maes,dummy,bbob_f014_i76_d02,2,-32.875727959449605,6001,1,0.11698864
maes,dummy,bbob_f014_i77_d02,2,175.17712629970958,6001,1,0.1171153
maes,dummy,bbob_f014_i78_d02,2,183.95759478264978,6001,1,0.11884211
maes,dummy,bbob_f014_i79_d02,2,29.80627666975054,6001,1,0.11765486
maes,dummy,bbob_f014_i80_d02,2,-99.19235448704127,6001,1,0.11819486
maes,dummy,bbob_f015_i01_d02,2,1174.655554304027,6001,1,0.12107221
maes,dummy,bbob_f015_i02_d02,2,871.9854320349442,6001,1,0.12052156
maes,dummy,bbob_f015_i03_d02,2,-32.563545345920026,6001,1,0.11917564
maes,dummy,bbob_f015_i04_d02,2,202.28906164502519,6001,1,0.11950865
maes,dummy,bbob_f015_i05_d02,2,-93.83495939703751,6001,1,0.12294212
maes,dummy,bbob_f015_i71_d02,2,-339.7776681915215,6001,1,0.1204797
maes,dummy,bbob_f015_i72_d02,2,123.42536073559485,6001,1,0.12282495
maes,dummy,bbob_f015_i73_d02,2,33.22921458893134,6001,1,0.12303986
maes,dummy,bbob_f015_i74_d02,2,-772.6598232124695,6001,1,0.12066473
maes,dummy,bbob_f015_i75_d02,2,-74.82689101671497,6001,1,0.12151301
maes,dummy,bbob_f015_i76_d02,2,-128.50681021022044,6001,1,0.12018414
maes,dummy,bbob_f015_i77_d02,2,75.70480131602554,6001,1,0.12173981
maes,dummy,bbob_f015_i78_d02,2,236.46653525174634,6001,1,0.12078214
maes,dummy,bbob_f015_i79_d02,2,-363.41122595912805,6001,1,0.12108507
maes,dummy,bbob_f015_i80_d02,2,349.83441759076624,6001,1,0.12068999
maes,dummy,bbob_f016_i01_d02,2,75.71550806041749,6001,1,0.12910223
maes,dummy,bbob_f016_i02_d02,2,-354.32804927221326,6001,1,0.12295917
maes,dummy,bbob_f016_i03_d02,2,101.49798696729394,6001,1,0.12300973
maes,dummy,bbob_f016_i04_d02,2,-506.5908955090125,6001,1,0.12148209
maes,dummy,bbob_f016_i05_d02,2,-51.07495418816597,6001,1,0.1245595
maes,dummy,bbob_f016_i71_d02,2,68.39818335097816,6001,1,0.12768667
maes,dummy,bbob_f016_i72_d02,2,-136.56948104393973,6001,1,0.12729806
maes,dummy,bbob_f016_i73_d02,2,737.5910519068481,6001,1,0.1249996
maes,dummy,bbob_f016_i74_d02,2,94.05930446779026,6001,1,0.12595152
maes,dummy,bbob_f016_i75_d02,2,-47.955574375410265,6001,1,0.12325772
maes,dummy,bbob_f016_i76_d02,2,-139.20267003998578,6001,1,0.12254956
maes,dummy,bbob_f016_i77_d02,2,115.3121028397026,6001,1,0.12319281
maes,dummy,bbob_f016_i78_d02,2,81.44259068685514,6001,1,0.12181984
maes,dummy,bbob_f016_i79_d02,2,117.05214395468182,6001,1,0.12271138
maes,dummy,bbob_f016_i80_d02,2,-542.0667790174821,6001,1,0.12232948
maes,dummy,bbob_f017_i01_d02,2,-15.091366281498178,6001,1,0.11630503
maes,dummy,bbob_f017_i02_d02,2,23.561231920523266,6001,1,0.11953864
maes,dummy,bbob_f017_i03_d02,2,289.6821455251607,6001,1,0.11785572
maes,dummy,bbob_f017_i04_d02,2,38.89158598157505,6001,1,0.1177077
maes,dummy,bbob_f017_i05_d02,2,-115.19661457325216,6001,1,0.11610738
maes,dummy,bbob_f017_i71_d02,2,488.01975030810974,6001,1,0.12096391
maes,dummy,bbob_f017_i72_d02,2,22.75897317978781,6001,1,0.12011537
maes,dummy,bbob_f017_i73_d02,2,50.972107563593816,6001,1,0.11766579
maes,dummy,bbob_f017_i74_d02,2,-25.1537945828499,6001,1,0.12516404
maes,dummy,bbob_f017_i75_d02,2,370.69430107741846,6001,1,0.11718438
maes,dummy,bbob_f017_i76_d02,2,48.22276678848526,6001,1,0.12021622
maes,dummy,bbob_f017_i77_d02,2,-323.76224157799567,6001,1,0.11633303
maes,dummy,bbob_f017_i78_d02,2,91.8071199771118,6001,1,0.11823126
maes,dummy,bbob_f017_i79_d02,2,744.7819100096607,6001,1,0.12321538
maes,dummy,bbob_f017_i80_d02,2,47.99508031076364,6001,1,0.12151458
maes,dummy,bbob_f018_i01_d02,2,64.13190907968918,6001,1,0.11997174
maes,dummy,bbob_f018_i02_d02,2,26.6612401774823,6001,1,0.12203426
maes,dummy,bbob_f018_i03_d02,2,475.2221865423014,6001,1,0.1198025
maes,dummy,bbob_f018_i04_d02,2,45.1464493751262,6001,1,0.12058607
maes,dummy,bbob_f018_i05_d02,2,103.26768906660769,6001,1,0.12108152
maes,dummy,bbob_f018_i71_d02,2,651.006273861097,6001,1,0.11913996
maes,dummy,bbob_f018_i72_d02,2,311.2474571561209,6001,1,0.11969368
maes,dummy,bbob_f018_i73_d02,2,128.87991695159803,6001,1,0.12064318
maes,dummy,bbob_f018_i74_d02,2,-29.027025274625593,6001,1,0.1226283
maes,dummy,bbob_f018_i75_d02,2,371.25648380952845,6001,1,0.12028136
maes,dummy,bbob_f018_i76_d02,2,53.418141913031924,6001,1,0.11844925
maes,dummy,bbob_f018_i77_d02,2,-333.20181978271614,6001,1,0.1182169
maes,dummy,bbob_f018_i78_d02,2,97.08903232439259,6001,1,0.11990417
maes,dummy,bbob_f018_i79_d02,2,741.8427316937543,6001,1,0.11864982
maes,dummy,bbob_f018_i80_d02,2,54.40507598823069,6001,1,0.11950416
maes,dummy,bbob_f019_i01_d02,2,-89.5400868893713,6001,1,0.12062829
maes,dummy,bbob_f019_i02_d02,2,78.5405722948566,6001,1,0.11687164
maes,dummy,bbob_f019_i03_d02,2,216.24574674415254,6001,1,0.12078751
maes,dummy,bbob_f019_i04_d02,2,-43.16949723923333,6001,1,0.11957922
maes,dummy,bbob_f019_i05_d02,2,-605.7246724448501,6001,1,0.11857608
maes,dummy,bbob_f019_i71_d02,2,62.177026523059055,6001,1,0.1211928
maes,dummy,bbob_f019_i72_d02,2,-84.54400381908681,6001,1,0.11989244
maes,dummy,bbob_f019_i73_d02,2,-22.325086743675826,6001,1,0.1190699
maes,dummy,bbob_f019_i74_d02,2,-30.05130220943872,6001,1,0.12052592
maes,dummy,bbob_f019_i75_d02,2,-999.7642771766797,6001,1,0.11982954
maes,dummy,bbob_f019_i76_d02,2,-920.5575575197759,6001,1,0.12110983
maes,dummy,bbob_f019_i77_d02,2,-10.221179448183948,6001,1,0.12042761
maes,dummy,bbob_f019_i78_d02,2,-999.9470662724777,6001,1,0.12786669
maes,dummy,bbob_f019_i79_d02,2,29.456490779588403,6001,1,0.12088194
maes,dummy,bbob_f019_i80_d02,2,36.521896909476425,6001,1,0.11928143
maes,dummy,bbob_f020_i01_d02,2,-542.5658782115867,6001,1,0.11983336
maes,dummy,bbob_f020_i02_d02,2,1005.478480610483,6001,1,0.11963758
maes,dummy,bbob_f020_i03_d02,2,329.0199311264306,6001,1,0.12113975
maes,dummy,bbob_f020_i04_d02,2,5907.00525101068,6001,1,0.12777119
maes,dummy,bbob_f020_i05_d02,2,-5.2678781816398565,6001,1,0.12370731
maes,dummy,bbob_f020_i71_d02,2,-131.317978429531,6001,1,0.12547983
maes,dummy,bbob_f020_i72_d02,2,367.9850298909313,6001,1,0.12304056
maes,dummy,bbob_f020_i73_d02,2,10514.288285030012,6001,1,0.12368396
maes,dummy,bbob_f020_i74_d02,2,-65.82890059092188,6001,1,0.12327198
maes,dummy,bbob_f020_i75_d02,2,92370.46176169203,6001,1,0.12413865
maes,dummy,bbob_f020_i76_d02,2,293.2295807329967,6001,1,0.12364044
maes,dummy,bbob_f020_i77_d02,2,404.0364779763384,6001,1,0.12327543
maes,dummy,bbob_f020_i78_d02,2,86.34534852434408,6001,1,0.12279642
maes,dummy,bbob_f020_i79_d02,2,-386.13954618673057,6001,1,0.12223487
maes,dummy,bbob_f020_i80_d02,2,-144.22696596091942,6001,1,0.1224592
maes,dummy,bbob_f021_i01_d02,2,45.04026128473059,6001,1,0.12730853
maes,dummy,bbob_f021_i02_d02,2,-0.15672717256615876,6001,1,0.12335233
maes,dummy,bbob_f021_i03_d02,2,-366.14905205486065,6001,1,0.12452014
